OBJECTID_1,OBJECTID,CustomerID,Count_,Country,State,City,Zip_Code,Lat_Long,Lat_Long_X,Lat_Long_Y,Latitude,Longitude,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Churn_Label,Churn_Value,Churn_Score,CLTV,Churn_Reason,NEAR_FID,NEAR_DIST,BUFF_DIST,No_in_mile,Shape_Length,Shape_Area
64,64,7273-TEFQD,1,United States,California,La Puente,91746,"34.038983, -117.991372",-117.991371999999998,34.038983000000002,34.038983000000002,-117.991371999999998,Male,Yes,No,No,3,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,41.149999999999999,132.199999999999989,Yes,1,96,2314,Long distance charges,1368,0.000000000000000,5280.000000000000000,3,33175.218421908211894,87582576.633837684988976
65,65,3606-TWKGI,1,United States,California,Rowland Heights,91748,"33.976753, -117.897367",-117.897367000000003,33.976753000000002,33.976753000000002,-117.897367000000003,Male,Yes,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.900000000000006,1364.299999999999955,Yes,1,84,2494,Extra data charges,932,0.000000000000000,5280.000000000000000,3,33175.218421908211894,87582576.633837684988976
66,66,6323-AYBRX,1,United States,California,Ontario,91762,"34.057256, -117.667677",-117.667676999999998,34.057256000000002,34.057256000000002,-117.667676999999998,Male,No,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.350000000000001,1099.599999999999909,Yes,1,83,5084,Price too high,1822,10780.019390688912608,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
67,67,4385-GZQXV,1,United States,California,Ontario,91764,"34.074087, -117.605618",-117.605618000000007,34.074086999999999,34.074086999999999,-117.605618000000007,Female,Yes,No,No,16,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.450000000000003,1511.200000000000045,Yes,1,81,3810,Product dissatisfaction,1823,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
68,68,6366-ZGQGL,1,United States,California,Pomona,91766,"34.042286, -117.756106",-117.756106000000003,34.042285999999997,34.042285999999997,-117.756106000000003,Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),24.800000000000001,24.800000000000001,Yes,1,73,5087,Service dissatisfaction,69,12843.503621708812716,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
69,69,5940-AHUHD,1,United States,California,Pomona,91768,"34.067932, -117.785168",-117.785167999999999,34.067931999999999,34.067931999999999,-117.785167999999999,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.599999999999994,70.599999999999994,Yes,1,69,3338,Lack of self-service on Website,503,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
70,70,6432-TWQLB,1,United States,California,Rosemead,91770,"34.065108, -118.082791",-118.082791000000000,34.065108000000002,34.065108000000002,-118.082791000000000,Male,No,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.400000000000006,401.100000000000023,Yes,1,80,3676,Network reliability,504,0.000000000000000,5280.000000000000000,3,33175.218421908211894,87582576.633837684988976
71,71,4484-GLZOU,1,United States,California,San Dimas,91773,"34.102119, -117.815532",-117.815532000000005,34.102119000000002,34.102119000000002,-117.815532000000005,Female,No,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.049999999999997,5624.850000000000364,Yes,1,65,4839,Don't know,505,0.000000000000000,5280.000000000000000,4,33175.218421908211894,87582576.633837684988976
72,72,9512-UIBFX,1,United States,California,West Covina,91791,"34.061634, -117.893169",-117.893169000000000,34.061633999999998,34.061633999999998,-117.893169000000000,Male,No,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,95.150000000000006,1779.950000000000045,Yes,1,68,4643,Don't know,60,8627.659674264736168,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
73,73,5583-SXDAG,1,United States,California,Alhambra,91803,"34.074736, -118.145959",-118.145959000000005,34.074736000000001,34.074736000000001,-118.145959000000005,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.000000000000000,70.000000000000000,Yes,1,97,4094,Don't know,938,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
74,74,3488-PGMQJ,1,United States,California,Alpine,91901,"32.827184, -116.703729",-116.703728999999996,32.827184000000003,32.827184000000003,-116.703728999999996,Male,Yes,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.500000000000000,606.549999999999955,Yes,1,80,4345,Poor expertise of online support,939,0.000000000000000,5280.000000000000000,3,33175.218421908211894,87582576.633837684988976
75,75,3580-REOAC,1,United States,California,Bonita,91902,"32.67117, -117.00232",-117.002319999999997,32.671169999999996,32.671169999999996,-117.002319999999997,Male,No,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.850000000000001,435.399999999999977,Yes,1,83,4061,Poor expertise of phone support,940,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
76,76,7534-BFESC,1,United States,California,Boulevard,91905,"32.677097, -116.304991",-116.304991000000001,32.677097000000003,32.677097000000003,-116.304991000000001,Male,Yes,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.099999999999994,1712.700000000000045,Yes,1,98,2018,Price too high,1373,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
77,77,6390-DSAZX,1,United States,California,Guatay,91931,"32.857946, -116.561917",-116.561916999999994,32.857945999999998,32.857945999999998,-116.561916999999994,Female,No,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.599999999999994,73.599999999999994,Yes,1,80,2565,Product dissatisfaction,944,0.000000000000000,5280.000000000000000,3,33175.218421908211894,87582576.633837684988976
78,78,8098-LLAZX,1,United States,California,Jacumba,91934,"32.649787, -116.2237",-116.223699999999994,32.649787000000003,32.649787000000003,-116.223699999999994,Female,Yes,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.450000000000003,396.100000000000023,Yes,1,85,3677,Service dissatisfaction,510,0.000000000000000,5280.000000000000000,3,33175.218421908211894,87582576.633837684988976
79,79,0265-EDXBD,1,United States,California,Mount Laguna,91948,"32.830852, -116.444601",-116.444601000000006,32.830852000000000,32.830852000000000,-116.444601000000006,Male,Yes,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.900000000000006,2303.349999999999909,Yes,1,69,4105,Lack of self-service on Website,946,0.000000000000000,5280.000000000000000,3,33175.218421908211894,87582576.633837684988976
80,80,7563-BIUPC,1,United States,California,Borrego Springs,92004,"33.200369, -116.192313",-116.192312999999999,33.200369000000002,33.200369000000002,-116.192312999999999,Male,No,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.599999999999994,415.550000000000011,Yes,1,69,5715,Network reliability,1379,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
81,81,2321-OMBXY,1,United States,California,Carlsbad,92009,"33.098018, -117.258203",-117.258202999999995,33.098018000000003,33.098018000000003,-117.258202999999995,Female,No,Yes,No,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),80.299999999999997,3058.650000000000091,Yes,1,81,2071,Limited range of services,949,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
82,82,2840-XANRC,1,United States,California,Del Mar,92014,"32.948262, -117.256086",-117.256085999999996,32.948262000000000,32.948262000000000,-117.256085999999996,Male,Yes,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.150000000000006,2231.050000000000182,Yes,1,73,2212,Lack of affordable download/upload speed,514,0.000000000000000,5280.000000000000000,3,33175.218421908211894,87582576.633837684988976
83,83,5020-ZSTTY,1,United States,California,El Cajon,92020,"32.79697, -116.969082",-116.969082000000000,32.796970000000002,32.796970000000002,-116.969082000000000,Female,Yes,No,No,54,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),82.450000000000003,4350.100000000000364,Yes,1,83,4149,Long distance charges,945,15520.804096131541883,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
84,84,5804-LEPIM,1,United States,California,Escondido,92029,"33.079834, -117.134275",-117.134275000000002,33.079833999999998,33.079833999999998,-117.134275000000002,Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.349999999999994,139.050000000000011,Yes,1,73,2671,Extra data charges,951,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
85,85,0122-OAHPZ,1,United States,California,Oceanside,92057,"33.254497, -117.285879",-117.285878999999994,33.254497000000001,33.254497000000001,-117.285878999999994,Female,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.849999999999994,511.250000000000000,Yes,1,67,2473,Price too high,519,0.000000000000000,5280.000000000000000,3,33175.218421908211894,87582576.633837684988976
86,86,2868-SNELZ,1,United States,California,Pala,92059,"33.384345, -117.072619",-117.072619000000003,33.384345000000003,33.384345000000003,-117.072619000000003,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,80.599999999999994,155.800000000000011,Yes,1,92,2683,Product dissatisfaction,953,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
87,87,4322-RCYMT,1,United States,California,Palomar Mountain,92060,"33.309852, -116.823091",-116.823091000000005,33.309851999999999,33.309851999999999,-116.823091000000005,Male,No,Yes,No,68,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.799999999999997,5293.949999999999818,Yes,1,81,4903,Service dissatisfaction,520,0.000000000000000,5280.000000000000000,3,33175.218421908211894,87582576.633837684988976
88,88,6680-NENYN,1,United States,California,Pauma Valley,92061,"33.313828, -116.940501",-116.940500999999998,33.313828000000001,33.313828000000001,-116.940500999999998,Female,No,No,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,104.599999999999994,4759.850000000000364,Yes,1,91,5250,Lack of self-service on Website,521,0.000000000000000,5280.000000000000000,3,33175.218421908211894,87582576.633837684988976
89,89,1343-EHPYB,1,United States,California,Ranchita,92066,"33.215251, -116.53633",-116.536330000000007,33.215251000000002,33.215251000000002,-116.536330000000007,Male,No,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.400000000000006,6603.000000000000000,Yes,1,98,4352,Network reliability,87,94660.053169081817032,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
90,90,2034-GDRCN,1,United States,California,Valley Center,92082,"33.25283, -116.986079",-116.986079000000004,33.252830000000003,33.252830000000003,-116.986079000000004,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.400000000000006,168.199999999999989,Yes,1,76,4157,Don't know,525,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
91,91,0219-YTZUE,1,United States,California,San Diego,92103,"32.747484, -117.166877",-117.166876999999999,32.747484000000000,32.747484000000000,-117.166876999999999,Male,No,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.799999999999997,371.899999999999977,Yes,1,73,4939,Don't know,529,0.000000000000000,5280.000000000000000,3,33175.218421908211894,87582576.633837684988976
92,92,0623-IIHUG,1,United States,California,San Diego,92104,"32.741499, -117.127409",-117.127409000000000,32.741498999999997,32.741498999999997,-117.127409000000000,Female,Yes,No,No,21,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,41.899999999999999,840.100000000000023,Yes,1,97,4778,Don't know,530,0.000000000000000,5280.000000000000000,3,33175.218421908211894,87582576.633837684988976
93,93,4572-DVCGN,1,United States,California,San Diego,92105,"32.741859, -117.090353",-117.090352999999993,32.741858999999998,32.741858999999998,-117.090352999999993,Female,No,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.250000000000000,846.000000000000000,Yes,1,85,3598,Poor expertise of online support,531,0.000000000000000,5280.000000000000000,3,33175.218421908211894,87582576.633837684988976
94,94,9057-MSWCO,1,United States,California,San Diego,92108,"32.774046, -117.142454",-117.142454000000001,32.774045999999998,32.774045999999998,-117.142454000000001,Male,Yes,Yes,No,27,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),30.750000000000000,805.100000000000023,Yes,1,91,2927,Poor expertise of phone support,533,0.000000000000000,5280.000000000000000,3,33175.218421908211894,87582576.633837684988976
95,95,1010-DIAUQ,1,United States,California,San Diego,92116,"32.765299, -117.122565",-117.122564999999994,32.765298999999999,32.765298999999999,-117.122564999999994,Male,No,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.500000000000000,492.550000000000011,Yes,1,98,5383,Price too high,94,6942.501422787262527,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
96,96,0259-GBZSH,1,United States,California,San Diego,92122,"32.85723, -117.209774",-117.209773999999996,32.857230000000001,32.857230000000001,-117.209773999999996,Male,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.650000000000006,181.500000000000000,Yes,1,73,3878,Product dissatisfaction,538,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
97,97,9601-BRXPO,1,United States,California,San Diego,92129,"32.961064, -117.134917",-117.134917000000002,32.961064000000000,32.961064000000000,-117.134917000000002,Female,No,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.950000000000003,2566.500000000000000,Yes,1,66,3642,Service dissatisfaction,539,0.000000000000000,5280.000000000000000,4,33175.218421908211894,87582576.633837684988976
98,98,6905-NIQIN,1,United States,California,San Diego,92154,"32.578103, -117.012975",-117.012974999999997,32.578102999999999,32.578102999999999,-117.012974999999997,Male,No,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.649999999999999,50.649999999999999,Yes,1,76,2431,Don't know,541,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
99,99,5167-ZFFMM,1,United States,California,Indio,92201,"33.713891, -116.237257",-116.237257000000000,33.713890999999997,33.713890999999997,-116.237257000000000,Male,No,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.849999999999994,90.849999999999994,Yes,1,81,3424,Network reliability,967,0.000000000000000,5280.000000000000000,3,33175.218421908211894,87582576.633837684988976
100,100,4895-TMWIR,1,United States,California,Indian Wells,92210,"33.537646, -116.291089",-116.291088999999999,33.537646000000002,33.537646000000002,-116.291088999999999,Male,Yes,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.949999999999999,214.750000000000000,Yes,1,80,5888,Limited range of services,968,0.000000000000000,5280.000000000000000,4,33175.218421908211894,87582576.633837684988976
101,101,0533-BNWKF,1,United States,California,Palm Desert,92211,"33.762759, -116.324817",-116.324816999999996,33.762759000000003,33.762759000000003,-116.324816999999996,Female,Yes,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.450000000000003,4874.699999999999818,Yes,1,100,5502,Lack of affordable download/upload speed,542,0.000000000000000,5280.000000000000000,4,33175.218421908211894,87582576.633837684988976
102,102,6599-CEBNN,1,United States,California,Desert Hot Springs,92240,"33.948558, -116.516976",-116.516976000000000,33.948557999999998,33.948557999999998,-116.516976000000000,Female,No,No,No,34,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.950000000000003,2524.449999999999818,Yes,1,94,5795,Long distance charges,105,22182.970534724216122,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
103,103,0979-PHULV,1,United States,California,Holtville,92250,"32.811001, -115.152865",-115.152865000000006,32.811000999999997,32.811000999999997,-115.152865000000006,Male,No,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.450000000000003,7007.600000000000364,Yes,1,80,4020,Extra data charges,546,0.000000000000000,5280.000000000000000,3,33175.218421908211894,87582576.633837684988976
